WZ1DB4C04LW034153,//atcimages.kbb.com/hn/c/778d82f29cce462585c19270acc14bd1.jpg,Used 2020 Toyota Supra,55590,Carvana - Touchless Delivery to Your Home,Toyota,Supra,2020,2 wheel drive - rear,6-Cylinder Turbo,Automatic,Silver,"11,461",Coupe,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=608319719,Gasoline,24 City / 31 Highway,"Location: CHICAGO, IL. This 2020 Toyota Supra includes AM/FM Stereo, Air Conditioning, Alloy Wheels, Backup Camera, Bluetooth Wireless, Cruise Control, Daytime Running Lights, Dual Air Bags, Dual Power Seats is listed on kbb.com for $55590, Adaptive Cruise Control, Brake Assist, Keyless Start, Lane Departure Warning, Unavailable"
3GCUYEED0MG161789,https://atcimages.kbb.com/hn/c/7e73302b86dc4abc90e3835e22e85a32.jpg,Used 2021 Chevrolet Silverado 1500 RST,64995,Nations Trucks,Chevrolet,Silverado 1500,2021,4 wheel drive,8-Cylinder,"",Black,"10,271",Truck,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=614358482,Gasoline,19 City / 22 Highway,"Location: Chicago, IL. This 2021 Chevrolet Silverado 1500 is listed on kbb.com for $64995, 70-Inch Bed, Alarm System, Android Auto, Apple CarPlay, Auxiliary Audio Input, Bluetooth, Hands-Free, Brake Assist, Cruise Control, Fog Lights, Fullsize Crew Cab, Heated Passenger Seat, Heated Seats, Infotainment System, Keyless Entry, Keyless Start, Leather Wrapped Steering Wheel, Navigation System, Power Passenger Seat, Power Windows, Premium Sound System, Premium Wheels, Rear Tow Hooks, Rearview Camera, Remote Engine Start, Satellite Radio, Side Air Bag, Steering Wheel Controls, Telematics, Trailer Brake Assist, Trailer Hitch"
5XYP54HC9MG165955,//atcimages.kbb.com/hn/c/338f7fb21a6f404eb32cf1a530fd6852.jpg,Used 2021 Kia Telluride SX,55990,Carvana - Touchless Delivery to Your Home,Kia,Telluride,2021,2 wheel drive - front,6-Cylinder,Automatic,Black,"16,333",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=616317879,Gasoline,20 City / 26 Highway,"Location: CHICAGO, IL. This 2021 Kia Telluride includes ABS (4-Wheel), AM/FM Stereo, Air Conditioning, Alarm System, Backup Camera, Bluetooth Wireless, Cross Traffic Collision Avoidance Assist, Dual Air Bags is listed on kbb.com for $55990, Adaptive Cruise Control, Blind Spot Alert, Brake Assist, Keyless Start, Lane Departure Warning, Midsize, Moonroof, Remote Engine Start"
SALVD5BG8HH233471,//atcimages.kbb.com/hn/c/bde5917b0eba441caca6eeeaebb0a8e9.jpg,Used 2017 Land Rover Range Rover Evoque HSE Dynamic,50590,Carvana - Touchless Delivery to Your Home,Land Rover,Range Rover Evoque,2017,4 wheel drive,4-Cylinder Turbo,Automatic,White,"21,357",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=613984474,Gasoline,21 City / 29 Highway,"Location: CHICAGO, IL. This 2017 Land Rover Range Rover Evoque includes ABS (4-Wheel), AM/FM Stereo, Air Conditioning, Alarm System, Backup Camera, Blind-Spot Monitor, Bluetooth Wireless, CD/MP3 (Single Disc), Cruise Control is listed on kbb.com for $50590, Blind Spot Alert, Brake Assist, Keyless Start, Luxury, Remote Engine Start, WiFi Hotspot"
WBA6F7C31HG232047,//atcimages.kbb.com/hn/c/0c547e7c5e3244a59b4c0381d33a25ce.jpg,Used 2017 BMW 650i xDrive Convertible,58990,Carvana - Touchless Delivery to Your Home,BMW,650i xDrive,2017,All wheel drive,8-Cylinder Turbo,Automatic,Silver,"15,768",Convertible,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=616398441,Gasoline,15 City / 24 Highway,"Location: CHICAGO, IL. This 2017 BMW 650i xDrive includes ABS (4-Wheel), AM/FM/HD Radio, Active Cruise Control, Air Conditioning, Alarm System, BMW Assist eCall, Backup Camera, Bang & Olufsen Sound is listed on kbb.com for $58990, Brake Assist, Keyless Start, Luxury, WiFi Hotspot"
SALWR2FV8HA169793,//atcimages.kbb.com/hn/c/3d2f0b23f2184102b86ed96d6033d565.jpg,Used 2017 Land Rover Range Rover Sport HSE,54590,Carvana - Touchless Delivery to Your Home,Land Rover,Range Rover Sport,2017,4 wheel drive,6-Cylinder Supercharged,Automatic,Red,"39,442",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=613998214,Gasoline,17 City / 23 Highway,"Location: CHICAGO, IL. This 2017 Land Rover Range Rover Sport includes ABS (4-Wheel), AM/FM/HD Radio, Air Conditioning, Alarm System, Backup Camera, Blind-Spot Monitor, Bluetooth Wireless, CD/MP3 (Single Disc), Cruise Control is listed on kbb.com for $54590, Brake Assist, Keyless Start, Lane Departure Warning, Luxury, Moonroof, Remote Engine Start, WiFi Hotspot"
SALGS2RE7JA502219,//atcimages.kbb.com/hn/c/37a4e5ac89dc4ad487b9dc16c88da2ed.jpg,Used 2018 Land Rover Range Rover Supercharged,86590,Carvana - Touchless Delivery to Your Home,Land Rover,Range Rover,2018,4 wheel drive,8-Cylinder Supercharged,Automatic,Black,"43,737",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=609429431,Gasoline,16 City / 21 Highway,"Location: CHICAGO, IL. This 2018 Land Rover Range Rover includes ABS (4-Wheel), AM/FM/HD Radio, Air Conditioning, Alarm System, Backup Camera, Blind-Spot Monitor, Bluetooth Wireless, Cruise Control, Daytime Running Lights is listed on kbb.com for $86590, Blind Spot Alert, Brake Assist, Keyless Start, Lane Departure Warning, Luxury, Moonroof, Remote Engine Start, WiFi Hotspot"
1GYS4DKJ0KR322849,//atcimages.kbb.com/hn/c/e4cab10cd82f46748a8fd5e70879d2ea.jpg,Used 2019 Cadillac Escalade Platinum,75990,Carvana - Touchless Delivery to Your Home,Cadillac,Escalade,2019,4 wheel drive,8-Cylinder,Automatic,Black,"16,763",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=613987718,Gasoline,14 City / 21 Highway,"Location: CHICAGO, IL. This 2019 Cadillac Escalade includes ABS (4-Wheel), AM/FM/HD Radio, Adaptive Cruise Control, Air Conditioning, Automatic F&R Park Assist, Blind Zone Alert, Bluetooth Wireless, Bose Surround Sound is listed on kbb.com for $75990, Adaptive Cruise Control, Blind Spot Alert, Keyless Start, Lane Departure Warning, Luxury, Moonroof, Remote Engine Start, WiFi Hotspot"
1G1YF3D72F5117254,//atcimages.kbb.com/hn/c/a90a3dbb63c349938fa67a88d9597a1b.jpg,Used 2015 Chevrolet Corvette Stingray Convertible w/ 3LT Preferred Equipment Group,54590,Carvana - Touchless Delivery to Your Home,Chevrolet,Corvette,2015,2 wheel drive - rear,8-Cylinder,Automatic,Black,"7,732",Convertible,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=608523475,Gasoline,"","Location: CHICAGO, IL. This 2015 Chevrolet Corvette includes 3LT, ABS (4-Wheel), AM/FM Stereo, Active Stability Control, Air Conditioning, Alloy Wheels, Anti-Theft System, Backup Camera, Bluetooth Wireless is listed on kbb.com for $54590, Keyless Start, Remote Engine Start, Sport, WiFi Hotspot"
WDDUG6GB5JA363287,//atcimages.kbb.com/hn/c/0babb6b0de3e4fcd940036ef3d3e1957.jpg,Used 2018 Mercedes-Benz S 450 Sedan,55990,Carvana - Touchless Delivery to Your Home,Mercedes-Benz,S 450,2018,2 wheel drive - rear,6-Cylinder Turbo,Automatic,Black,"49,454",Sedan,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=613987732,Gasoline,19 City / 28 Highway,"Location: CHICAGO, IL. This 2018 Mercedes-Benz S 450 includes ABS (4-Wheel), AM/FM/HD Stereo, Air Conditioning, Alarm System, Alloy Wheels, Backup Camera, Blind-Spot Assist, Bluetooth Wireless, Burmester Surround Sound is listed on kbb.com for $55990, Blind Spot Alert, Brake Assist, Keyless Start, Lane Departure Warning, Luxury, Moonroof, Remote Engine Start, WiFi Hotspot"
1FMJU1MT3KEA77126,//atcimages.kbb.com/hn/c/597e0febf20a4ce0987948fd2f48f1c5.jpg,Used 2019 Ford Expedition Platinum,61990,Carvana - Touchless Delivery to Your Home,Ford,Expedition,2019,4 wheel drive,6-Cylinder Turbo,Automatic,White,"39,005",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=615507881,Gasoline,17 City / 22 Highway,"Location: CHICAGO, IL. This 2019 Ford Expedition includes 360-Degree Split View Camera, ABS (4-Wheel), AM/FM/HD Radio, Adaptive Cruise Control, AdvanceTrac, Air Conditioning, Alarm System, Backup Camera is listed on kbb.com for $61990, Adaptive Cruise Control, Blind Spot Alert, Brake Assist, Fullsize, Keyless Start, Lane Departure Warning, Moonroof, Remote Engine Start, WiFi Hotspot"
4JGFB4JB6LA105115,//atcimages.kbb.com/hn/c/44be37201015443a8eb052159f92be2b.jpg,Used 2020 Mercedes-Benz GLE 350,61990,Carvana - Touchless Delivery to Your Home,Mercedes-Benz,GLE 350,2020,2 wheel drive - rear,4-Cylinder Turbo,Automatic,Black,"18,995",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=613996479,Gasoline,20 City / 27 Highway,"Location: CHICAGO, IL. This 2020 Mercedes-Benz GLE 350 includes ABS (4-Wheel), AM/FM/HD Radio, Active Cruise Control, Active Parking Assist, Air Conditioning, Alarm System, Alloy Wheels, Backup Camera, Bluetooth Wireless is listed on kbb.com for $61990, Blind Spot Alert, Brake Assist, Keyless Start, Luxury, Moonroof, Remote Engine Start, WiFi Hotspot"
5YJSA1E43JF243697,//atcimages.kbb.com/hn/c/d3b171166c2645908026ed6087f1eae6.jpg,Used 2018 Tesla Model S Performance,79990,Carvana - Touchless Delivery to Your Home,Tesla,Model S,2018,All wheel drive,Electric,Single-Speed,Black,"47,517",Hatchback,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=615509129,Electric,"","Location: CHICAGO, IL. This 2018 Tesla Model S includes ABS (4-Wheel), AM/FM/HD Radio, Air Conditioning, Alarm System, Backup Camera, Blind-Spot Alert, Bluetooth Wireless, Cruise Control, Daytime Running Lights is listed on kbb.com for $79990, Blind Spot Alert, Brake Assist, Exotic, Keyless Start, Lane Departure Warning, Moonroof, WiFi Hotspot"
1FMDE5BHXMLA68650,https://atcimages.kbb.com/hn/c/1a317dcf95974a2ea1f21a7a6823dbb0.jpg,Used 2021 Ford Bronco 4-Door,75777,Braman Miami,Ford,Bronco,2021,4 wheel drive,4-Cylinder Turbo,"",Yellow,394,Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=605740881,Gasoline,20 City / 22 Highway,"Location: Chicago, IL. This 2021 Ford Bronco is listed on kbb.com for $75777, Alarm System, Android Auto, Apple CarPlay, Auxiliary Audio Input, Bluetooth, Hands-Free, Brake Assist, Cruise Control, Infotainment System, Keyless Entry, Midsize, Power Windows, Rear Tow Hooks, Rearview Camera, Remote Engine Start, Satellite Radio, Side Air Bag, Steering Wheel Controls, Telematics"
1C4HJXFN0KW665816,https://atcimages.kbb.com/hn/c/545a8611a9e345889a500b51a116706b.jpg,Used 2019 Jeep Wrangler Unlimited Rubicon,56590,AutoNation Chrysler Jeep West,Jeep,Wrangler,2019,4 wheel drive,4-Cylinder Turbo,"",Blue,"24,504",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=613038330,Gasoline,"","Location: Chicago, IL. This 2019 Jeep Wrangler is listed on kbb.com for $56590, Adaptive Cruise Control, Alarm System, Android Auto, Apple CarPlay, Auxiliary Audio Input, Blind Spot Alert, Bluetooth, Hands-Free, Brake Assist, Collision Warning, Cruise Control, Fog Lights, Heated Passenger Seat, Heated Seats, Keyless Entry, Keyless Start, Leather Seats, Leather Wrapped Steering Wheel, Midsize, Moonroof, Navigation System, Parking assist, Power Windows, Premium Sound System, Premium Wheels, Rear Tow Hooks, Rearview Camera, Remote Engine Start, Satellite Radio, Side Air Bag, Steering Wheel Controls, Sunroof, Trailer Hitch"
W1KPK3JA2LF169963,//atcimages.kbb.com/hn/c/c85175ce0d12449eb8dc755a9fc50c47.jpg,Used 2020 Mercedes-Benz SLC 300,57990,Carvana - Touchless Delivery to Your Home,Mercedes-Benz,SLC 300,2020,2 wheel drive - rear,4-Cylinder Turbo,Automatic,White,"5,661",Convertible,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=615757280,Gasoline,23 City / 32 Highway,"Location: CHICAGO, IL. This 2020 Mercedes-Benz SLC 300 includes ABS (4-Wheel), AM/FM/HD Radio, AMG Line Exterior Pkg, Air Conditioning, Alarm System, Alloy Wheels, Backup Camera, Blind-Spot Assist, Bluetooth Wireless is listed on kbb.com for $57990, Blind Spot Alert, Brake Assist, Luxury, Moonroof, Remote Engine Start, WiFi Hotspot"
1GKS2GKC3JR313743,//atcimages.kbb.com/hn/c/20784d6e93e1437a8ce46fdf85436db5.jpg,Used 2018 GMC Yukon XL SLT w/ HD Trailering Package,54590,Carvana - Touchless Delivery to Your Home,GMC,Yukon XL,2018,4 wheel drive,8-Cylinder,Automatic,Black,"24,426",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=613995138,Flexible Fuel,15 City / 22 Highway,"Location: CHICAGO, IL. This 2018 GMC Yukon XL includes ABS (4-Wheel), AM/FM/HD Radio, Air Conditioning, Alloy Wheels, Backup Camera, Bluetooth Wireless, CD/MP3 (Single Disc), Cruise Control, Daytime Running Lights is listed on kbb.com for $54590, Blind Spot Alert, Brake Assist, Fullsize, Keyless Start, Lane Departure Warning, Remote Engine Start, WiFi Hotspot"
SALGS2FE6HA371413,https://atcimages.kbb.com/hn/c/87b3aba2cbe143f6ac1be3655fc2b941.jpg,Used 2017 Land Rover Range Rover Supercharged,74190,"Premier Collection - Aston Martin, Bentley, Maserati, McLaren & ",Land Rover,Range Rover,2017,4 wheel drive,8-Cylinder Supercharged,"",Gray,"36,734",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=610861646,Gasoline,14 City / 19 Highway,"Location: Chicago, IL. This 2017 Land Rover Range Rover is listed on kbb.com for $74190, Alarm System, Auxiliary Audio Input, Bluetooth, Hands-Free, Brake Assist, Cooled Seats, Cruise Control, DVD Player, Fog Lights, Heated Passenger Seat, Heated Seats, Keyless Entry, Keyless Start, Lane Departure Warning, Leather Wrapped Steering Wheel, Luxury, Moonroof, Navigation System, Parking assist, Power Passenger Seat, Power Windows, Premium Sound System, Premium Wheels, Rear Heated Seats, Rearview Camera, Remote Engine Start, Satellite Radio, Side Air Bag, Steering Wheel Controls, Sunroof, Telematics, WiFi Hotspot"
1G1YG2D75H5111846,//atcimages.kbb.com/hn/c/bc117a12557b4387a0abe6cc2408a44d.jpg,Used 2017 Chevrolet Corvette Stingray Coupe w/ Carbon Flash Badge Package,53990,Carvana - Touchless Delivery to Your Home,Chevrolet,Corvette,2017,2 wheel drive - rear,8-Cylinder,Manual,Black,"27,010",Coupe,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=615575495,Gasoline,16 City / 25 Highway,"Location: CHICAGO, IL. This 2017 Chevrolet Corvette includes ABS (4-Wheel), AM/FM Stereo, Active Stability Control, Air Conditioning, Alarm System, Backup Camera, Bluetooth Wireless, Color-Keyed Dual Roof Pkg is listed on kbb.com for $53990, Keyless Start, Sport, WiFi Hotspot"
1GNSKJKJ0LR239294,//atcimages.kbb.com/hn/c/3135a08e541b41bca94a0406bd21ec9e.jpg,Used 2020 Chevrolet Suburban Premier w/ Premier Plus Edition,73990,Carvana - Touchless Delivery to Your Home,Chevrolet,Suburban,2020,4 wheel drive,8-Cylinder,Automatic,White,"6,027",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=613996498,Gasoline,14 City / 20 Highway,"Location: CHICAGO, IL. This 2020 Chevrolet Suburban includes ABS (4-Wheel), AM/FM/HD Radio, Air Conditioning, Backup Camera, Blind-Spot Alert, Bluetooth Wireless, Bose Surround Sound, CD/MP3 (Single Disc) is listed on kbb.com for $73990, Adaptive Cruise Control, Blind Spot Alert, Brake Assist, Fullsize, Keyless Start, Lane Departure Warning, Moonroof, Remote Engine Start, WiFi Hotspot"
1GYKPDRS1LZ112347,//atcimages.kbb.com/hn/c/9c20a27e54d84ed5922506467c6314ed.jpg,"Used 2020 Cadillac XT6 Premium Luxury w/ LPO, Floor Liner Package",53590,Carvana - Touchless Delivery to Your Home,Cadillac,XT6,2020,All wheel drive,6-Cylinder,Automatic,Black,"20,231",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=616106894,Gasoline,17 City / 24 Highway,"Location: Chicago, IL. This 2020 Cadillac XT6 includes 7-Passenger Seating, ABS (4-Wheel), AM/FM Stereo, Air Conditioning, Alarm System, Backup Camera, Bose Premium Sound, Cruise Control, Daytime Running Lights is listed on kbb.com for $53590, Blind Spot Alert, Brake Assist, Keyless Start, Lane Departure Warning, Luxury, Moonroof, Remote Engine Start, WiFi Hotspot"
1G1YM3D75E5130214,//atcimages.kbb.com/hn/c/ece0971c9f27445a835bf3f5cd0d5da4.jpg,Used 2014 Chevrolet Corvette Stingray Convertible w/ 3LT Preferred Equipment Group,56590,Carvana - Touchless Delivery to Your Home,Chevrolet,Corvette,2014,2 wheel drive - rear,8-Cylinder,Automatic,Red,"8,339",Convertible,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=615545409,Gasoline,16 City / 27 Highway,"Location: CHICAGO, IL. This 2014 Chevrolet Corvette includes 3LT, ABS (4-Wheel), AM/FM Stereo, Air Conditioning, Alarm System, Backup Camera, Bluetooth Wireless, CD/MP3 (Single Disc), Cruise Control, Custom Interior is listed on kbb.com for $56590, Keyless Start, Remote Engine Start, Sport"
5YJYGDEE0LF032950,//atcimages.kbb.com/hn/c/f9a91cd92c8a4ee9a81db2f9b2668c56.jpg,Used 2020 Tesla Model Y AWD,63990,Carvana - Touchless Delivery to Your Home,Tesla,Model Y,2020,All wheel drive,Electric,Single-Speed,White,"4,920",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=613998257,Electric,"","Location: CHICAGO, IL. This 2020 Tesla Model Y includes 5-Passenger Seating, ABS (4-Wheel), AM/FM Stereo, Air Conditioning, Alarm System, Backup Camera, Blind-Spot Warning System, Bluetooth Wireless is listed on kbb.com for $63990, Adaptive Cruise Control, Blind Spot Alert, Brake Assist, Compact, Keyless Start, Lane Departure Warning, Moonroof, WiFi Hotspot"
1GYS4BKJXJR192758,//atcimages.kbb.com/hn/c/70da8e32f41a46ea8758a5366ed8ded1.jpg,Used 2018 Cadillac Escalade Luxury,58590,Carvana - Touchless Delivery to Your Home,Cadillac,Escalade,2018,4 wheel drive,8-Cylinder,Automatic,Gray,"49,532",Sport Utility,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=609964616,Gasoline,14 City / 21 Highway,"Location: Chicago, IL. This 2018 Cadillac Escalade includes ABS (4-Wheel), AM/FM/HD Radio, Air Conditioning, Alloy Wheels, Anti-Theft System, Automatic F&R Park Assist, Bluetooth Wireless, Bose Surround Sound is listed on kbb.com for $58590, Blind Spot Alert, Brake Assist, Keyless Start, Lane Departure Warning, Luxury, Moonroof, Remote Engine Start, WiFi Hotspot"
